Date,FM,cf1,TempC,RH,region,ID
4/20/2019,2.2,2.501437861,4.541241891,42.9025974,Alaska,AK4
4/21/2019,2.7,2.623181096,8.59025847,32.81649676,Alaska,AK4
4/22/2019,2.5,1.454140512,10.91306584,38.64907407,Alaska,AK4
4/23/2019,0.9,0.435796296,2.059156379,68.66574074,Alaska,AK4
4/24/2019,1.6,0.854351373,5.698309627,48.33487941,Alaska,AK4
4/25/2019,2.8,1.67349861,7.407064154,35.92400371,Alaska,AK4
4/26/2019,3.3,1.965763889,7.592078189,32.40925926,Alaska,AK4
4/27/2019,3,2.588097535,8.411450303,31.64569843,Alaska,AK4
4/28/2019,2.9,2.864171296,10.79886831,28.64259259,Alaska,AK4
4/29/2019,5.9,2.491828481,13.2350823,25.56851852,Alaska,AK4
4/30/2019,3.1,1.771422614,15.72907013,26.79703429,Alaska,AK4
5/1/2019,4.1,2.103521818,16.27263374,28.99166667,Alaska,AK4
5/2/2019,3,1.612360853,11.75788497,33.42857143,Alaska,AK4
5/3/2019,2.1,1.396805556,5.786522634,50.081557,Alaska,AK4
5/4/2019,1.9,1.468125,7.698045267,36.3,Alaska,AK4
5/5/2019,2,1.675148148,8.452674897,32.9037037,Alaska,AK4
5/6/2019,1.9,1.206273148,7.078703704,43.07314815,Alaska,AK4
5/8/2019,2,1.866318122,11.46039095,51.88333333,Alaska,AK4
5/9/2019,1.7,1.532632519,15.36453506,40.11399444,Alaska,AK4
5/10/2019,2,1.104837813,16.03078983,28.11770158,Alaska,AK4
5/11/2019,1.4,0.545356688,13.57613169,33.37777778,Alaska,AK4
5/12/2019,1.6,1.010791919,14.86407167,34.62928638,Alaska,AK4
5/13/2019,3.1,2.601339018,15.2345679,30.46388889,Alaska,AK4
5/14/2019,5.3,4.705768519,14.92489712,35.55462963,Alaska,AK4
5/15/2019,4,3.292091417,18.76048462,31.53028891,Alaska,AK4
5/16/2019,2.9,1.450113287,20.21482167,22.40610546,Alaska,AK4
5/17/2019,6.7,9.967084475,17.54218107,40.32314815,Alaska,AK4
5/18/2019,3.8,4.167946226,15.63335422,51.16635338,Alaska,AK4
5/19/2019,3.2,3.882902247,17.76480963,45.69281046,Alaska,AK4
5/20/2019,4.2,3.844824212,17.7875605,39.84059314,Alaska,AK4
5/22/2019,4.7,5.139330678,20.30068994,34.75625579,Alaska,AK4
5/23/2019,4.5,5.58581667,17.22892187,45.20222635,Alaska,AK4
5/24/2019,2.7,3.218407614,16.7399154,51.67873723,Alaska,AK4
5/25/2019,4,5.938898226,21.0410831,37.26890756,Alaska,AK4
5/26/2019,17.6,37.96164337,22.47217069,33.51020408,Alaska,AK4
5/27/2019,2,0.477861999,19.74022634,29.19351852,Alaska,AK4
5/29/2019,2.3,1.226601671,19.76477871,35.21541318,Alaska,AK4
5/30/2019,3.9,3.010586732,21.78766347,30.77664504,Alaska,AK4
5/31/2019,12.5,22.94182233,18.73775539,46.74307305,Alaska,AK4
6/1/2019,1.5,1.28125,14.37114198,71.09305556,Alaska,AK4
6/2/2019,4.4,3.492920723,16.97419255,56.92767733,Alaska,AK4
6/3/2019,2.5,1.601055169,19.58970793,35.24478442,Alaska,AK4
6/4/2019,2.9,2.674625,20.38348765,27.87361111,Alaska,AK4
6/5/2019,3.2,3.130048068,19.0074384,36.30543933,Alaska,AK4
6/6/2019,3.2,3.091229167,19.70910494,42.12777778,Alaska,AK4
6/7/2019,3.1,3.325217519,19.15932622,42.73435327,Alaska,AK4
6/8/2019,3.5,3.330965278,19.33950617,41.00277778,Alaska,AK4
6/9/2019,3.2,3.214319444,19.5462963,43.93611111,Alaska,AK4
6/10/2019,2.4,2.609020833,20.19907407,45.25833333,Alaska,AK4
6/11/2019,2,1.587902778,21.02006173,42.05416667,Alaska,AK4
6/12/2019,2.8,2.955576389,21.6257716,36.31527778,Alaska,AK4
6/13/2019,3.7,5.652013889,23.59722222,35.71111111,Alaska,AK4
6/14/2019,4.8,8.363194444,23.39583333,34.05416667,Alaska,AK4
6/15/2019,4.3,7.692652778,22.19058642,43.06527778,Alaska,AK4
6/16/2019,2.9,4.723597222,24.25385802,37.09861111,Alaska,AK4
1/15/2019,34.8,41.67995088,-16.92351421,47.39069767,Alaska,AK4
1/18/2019,16.2,19.68637037,-17.83899177,45.60555556,Alaska,AK4
1/24/2019,16,20.66462037,-8.072016461,56.59722222,Alaska,AK4
1/27/2019,18.2,28.15613426,-6.82973251,58.52685185,Alaska,AK4
1/30/2019,8.6,9.369774038,-7.607371795,52.45673077,Alaska,AK4
2/2/2019,15.2,17.5603287,-17.98045267,42.36018519,Alaska,AK4
2/5/2019,8.9,9.780873239,-6.050078247,57.10234742,Alaska,AK4
2/8/2019,9.3,12.56025463,-3.601851852,56.47407407,Alaska,AK4
2/12/2019,1.7,1.326005561,-1.87879724,61.18535681,Alaska,AK4
2/17/2019,13.3,16.60343618,-6.595164609,55.31666667,Alaska,AK4
2/23/2019,11,10.83584397,-9.925342395,46.05560704,Alaska,AK4
3/1/2019,20.8,24.51456619,-4.175036619,45.13276836,Alaska,AK4
3/4/2019,10.6,13.21269427,-5.604976142,49.23619632,Alaska,AK4
3/7/2019,6.7,7.587234866,1.927227875,51.88621647,Alaska,AK4
3/10/2019,2.6,1.858120773,8.110574342,32.59323671,Alaska,AK4
3/13/2019,7.6,7.481633478,1.044691587,45.85078777,Alaska,AK4
3/16/2019,3.2,2.341070075,6.907407407,34.26481481,Alaska,AK4
3/19/2019,2.9,2.647763889,1.078703704,52.92592593,Alaska,AK4
3/22/2019,4.8,3.318899254,9.288971808,37.77705224,Alaska,AK4
3/28/2019,6,5.219893755,5.249485597,54.50185529,Alaska,AK4
3/31/2019,7.3,8.565884259,7.350823045,45.23283859,Alaska,AK4
4/3/2019,3.1,1.774985769,-2.742462576,27.86622391,Alaska,AK4
4/6/2019,4,2.97049537,3.968621399,31.86666667,Alaska,AK4
4/9/2019,4.1,3.363329768,9.229938272,40.07037037,Alaska,AK4
4/13/2019,2.5,1.941824784,8.48155058,47.4766791,Alaska,AK4
4/16/2019,3.3,2.236921296,6.763374486,46.26388889,Alaska,AK4
4/18/2019,1.1,0.638280472,1.295438163,61.18072289,Alaska,AK4
4/21/2019,2.8,2.623181096,8.59025847,32.81649676,Alaska,AK4
4/24/2019,1.8,0.854351373,5.698309627,48.33487941,Alaska,AK4
4/27/2019,2.7,2.588097535,8.411450303,31.64569843,Alaska,AK4
4/30/2019,3.2,1.771422614,15.72907013,26.79703429,Alaska,AK4
5/6/2019,0.5,1.206273148,7.078703704,43.07314815,Alaska,AK4
5/12/2019,1.9,1.010791919,14.86407167,34.62928638,Alaska,AK4
5/15/2019,4.4,3.292091417,18.76048462,31.53028891,Alaska,AK4
5/18/2019,4,4.167946226,15.63335422,51.16635338,Alaska,AK4
5/24/2019,2.6,3.218407614,16.7399154,51.67873723,Alaska,AK4
5/28/2019,2.2,0.839888889,15.90740741,46.00185185,Alaska,AK4
5/30/2019,3.7,3.010586732,21.78766347,30.77664504,Alaska,AK4
6/2/2019,2.3,3.492920723,16.97419255,56.92767733,Alaska,AK4
6/5/2019,3.4,3.130048068,19.0074384,36.30543933,Alaska,AK4
6/8/2019,0.4,3.330965278,19.33950617,41.00277778,Alaska,AK4
6/11/2019,2.3,1.587902778,21.02006173,42.05416667,Alaska,AK4
6/14/2019,6,8.363194444,23.39583333,34.05416667,Alaska,AK4
11/7/2018,19.3,16.69481264,-5.606553819,48.15429688,Alaska,AK2
11/8/2018,11.6,11.51759184,-3.697224922,50.8260447,Alaska,AK2
11/9/2018,9.2,8.740447856,-6.363542313,51.22532588,Alaska,AK2
11/10/2018,11.9,9.414267724,-1.731722429,55.32992565,Alaska,AK2
11/11/2018,13.1,10.62021728,-1.289327898,53.65380997,Alaska,AK2
11/12/2018,2.3,1.455045961,0.80131209,54.09278351,Alaska,AK2
11/13/2018,1.9,0.58655441,-2.488656748,53.35232669,Alaska,AK2
11/14/2018,3,3.917734345,-4.268199234,50.8453202,Alaska,AK2
11/16/2018,12.8,13.21380985,-8.082510498,49.25229826,Alaska,AK2
11/17/2018,13.5,11.3646633,-7.227493148,50.70967742,Alaska,AK2
11/18/2018,14.2,13.53062713,-2.64888468,53.51515152,Alaska,AK2
11/19/2018,5.2,4.26862191,-2.087574215,57.53912214,Alaska,AK2
11/20/2018,8.1,8.560801578,-1.329950312,56.65080875,Alaska,AK2
11/21/2018,3.5,2.775561558,-1.643692565,56.83928571,Alaska,AK2
11/22/2018,5.6,4.75312616,-2.826221398,52.83487941,Alaska,AK2
11/23/2018,4.1,3.375547324,-2.356072351,52.29302326,Alaska,AK2
11/24/2018,9.5,9.308585165,-7.107918855,49.58572753,Alaska,AK2
11/25/2018,8.9,8.342015301,-4.422637591,52.4728972,Alaska,AK2
11/26/2018,8.7,7.84292065,-0.429679201,56.38240918,Alaska,AK2
11/27/2018,19.5,17.46500476,-6.133605357,52.21751412,Alaska,AK2
11/28/2018,17.3,14.93277647,-7.515821143,52.66013072,Alaska,AK2
11/29/2018,8.8,8.395398421,-2.084013494,55.36728697,Alaska,AK2
12/1/2018,11,12.72018221,-3.68802199,54.18648906,Alaska,AK2
12/2/2018,10.3,10.95752283,-2.543665825,58.06723485,Alaska,AK2
12/3/2018,8.7,9.422932282,0.051822133,57.32597793,Alaska,AK2
12/4/2018,16.9,14.78894505,-5.769105691,52.82829268,Alaska,AK2
12/5/2018,14.3,13.70322952,-3.233974359,55.00673077,Alaska,AK2
12/6/2018,12.3,11.37726098,-3.932776707,54.37572254,Alaska,AK2
12/7/2018,12.7,13.8853116,0.439148185,57.7408143,Alaska,AK2
12/8/2018,5.5,5.291109306,-2.153707245,56.61567878,Alaska,AK2
12/9/2018,9.3,9.511219184,-5.396070976,53.59315589,Alaska,AK2
12/12/2018,8.7,8.169004258,-8.918562479,49.66369931,Alaska,AK2
12/16/2018,15.4,9.443876697,-17.31316911,41.9738073,Alaska,AK2
6/24/2019,5.7,12.5168125,23.04552469,42.38611111,Alaska,AK1
6/27/2019,59.1,133.7544097,23.86033951,35.8875,Alaska,AK1
6/28/2019,39.5,89.28286806,27.47067901,37.38055556,Alaska,AK1
6/29/2019,52.7,114.2341389,28.78240741,36.04583333,Alaska,AK1
6/30/2019,60,123.4630417,24.87114198,51.74305556,Alaska,AK1
7/1/2019,8.3,18.09140278,20.33719136,49.60138889,Alaska,AK1
8/10/2019,4.8,7.903840278,19.8279321,55.21805556,Alaska,AK1
8/11/2019,4.5,6.983611111,20.65123457,50.29583333,Alaska,AK1
8/12/2019,5.7,7.837395833,20.75154321,49.59583333,Alaska,AK1
8/13/2019,2.2,2.372826389,19.00462963,75.43194444,Alaska,AK1
8/14/2019,2.8,3.254590278,17.55324074,60.37777778,Alaska,AK1
8/15/2019,2.3,3.486895833,16.18518519,71.05,Alaska,AK1
8/16/2019,0.8,0.329715278,14.70061728,75.60694444,Alaska,AK1
8/17/2019,1.6,1.096951389,16.58641975,46.83888889,Alaska,AK1
8/18/2019,1.6,1.204534722,15.59645062,43.83194444,Alaska,AK1
8/19/2019,2.7,2.331891516,15.15067223,41.57023644,Alaska,AK1
8/20/2019,4.2,4.016777778,15.93981481,42.41527778,Alaska,AK1
8/21/2019,3.6,4.418582329,15.29439036,51.57719054,Alaska,AK1
8/22/2019,6.3,8.816590278,15.37885802,48.59861111,Alaska,AK1
8/23/2019,7.6,11.83115972,14.69135802,58.92083333,Alaska,AK1
8/24/2019,5.1,7.199930556,15.86959877,51.74444444,Alaska,AK1
8/25/2019,3.7,3.562541667,14.83179012,48.40972222,Alaska,AK1
8/26/2019,3.9,3.501076389,15.87191358,51.40833333,Alaska,AK1
8/27/2019,3.7,4.309729167,15.8912037,55.70833333,Alaska,AK1
8/28/2019,3,3.153285253,15.89583333,57.27916667,Alaska,AK1
8/29/2019,4.2,3.846111111,16.65432099,51.13194444,Alaska,AK1
8/30/2019,5.5,6.661111111,17.35493827,48.50138889,Alaska,AK1
8/31/2019,11.8,21.62684722,17.61805556,49.75277778,Alaska,AK1
9/1/2019,6.7,9.262909722,18.39814815,45.93888889,Alaska,AK1
9/2/2019,5,4.093048611,20.86188272,40.98611111,Alaska,AK1
9/3/2019,3.6,2.308393602,16.9054242,53.01947149,Alaska,AK1
9/4/2019,3,2.227805556,16.88811728,54.57638889,Alaska,AK1
9/5/2019,4.6,4.209229167,17.11882716,50.33194444,Alaska,AK1
9/6/2019,6.5,7.8284375,16.49151235,49.05,Alaska,AK1
9/7/2019,6.9,8.128479167,17.80632716,45.2,Alaska,AK1
9/8/2019,4,3.219479167,20.36496914,40.69305556,Alaska,AK1
9/9/2019,6.7,7.323090278,17.28395062,52.98333333,Alaska,AK1
9/10/2019,4.2,5.279013889,16.30246914,55.51111111,Alaska,AK1
9/11/2019,3.2,3.067625,15.9683642,54.42638889,Alaska,AK1
9/12/2019,4.5,2.644118056,16.52623457,45.05833333,Alaska,AK1
9/13/2019,12.5,19.52425694,20.17746914,39.02361111,Alaska,AK1
9/14/2019,15.6,32.24727778,17.73302469,46.07222222,Alaska,AK1
9/15/2019,12,25.13716667,15.30787037,49.09861111,Alaska,AK1
9/16/2019,5.5,7.024444444,14.16512346,46.07222222,Alaska,AK1
9/17/2019,2.7,2.330878661,10.95381993,47.58577406,Alaska,AK1
9/19/2019,1.6,2.508916667,10.9837963,65.66805556,Alaska,AK1
9/20/2019,2.6,1.718,12.70216049,64.57083333,Alaska,AK1
9/21/2019,0.7,0.181708333,7.37654321,73.04583333,Alaska,AK1
9/22/2019,2.3,2.374805556,9.388117284,52.80833333,Alaska,AK1
9/23/2019,4.6,4.249854167,10.50154321,45.125,Alaska,AK1
9/24/2019,3.5,2.968145833,6.888888889,55.28472222,Alaska,AK1
9/25/2019,1.2,1.360680556,7.594135802,61.89861111,Alaska,AK1
9/26/2019,1.7,1.247236111,6.895061728,64.26944444,Alaska,AK1
9/27/2019,4.6,4.3880625,7.421296296,56.64861111,Alaska,AK1
9/28/2019,4.8,4.038770833,9.526234568,45.81944444,Alaska,AK1
9/29/2019,4.3,3.836097222,12.06018519,63.88472222,Alaska,AK1
9/30/2019,2.4,2.144805556,11.10725309,64.2875,Alaska,AK1
5/15/2019,4.4,2.760172375,19.27254841,29.5391791,Alaska,AK1
5/18/2019,4,3.493916334,16.11528038,49.4043152,Alaska,AK1
5/21/2019,4.4,3.799600993,19.89763374,29.97222222,Alaska,AK1
5/24/2019,2.6,2.696412037,17.34104938,50.12222222,Alaska,AK1
5/28/2019,2.2,0.70261432,16.26580327,45.03515264,Alaska,AK1
5/30/2019,3.7,2.558361345,22.22222222,29.6031746,Alaska,AK1
6/2/2019,2.3,2.927137883,17.38393686,56.28272981,Alaska,AK1
6/5/2019,3.4,2.615853205,19.49157781,34.94158554,Alaska,AK1
6/8/2019,0.4,2.824006944,19.88657407,39.8125,Alaska,AK1
6/11/2019,2.3,1.204868056,21.47685185,41.13055556,Alaska,AK1
6/14/2019,6,7.302458333,23.59027778,33.37916667,Alaska,AK1
6/18/2019,3,1.620458333,23.20061728,40.42638889,Alaska,AK1
6/20/2019,4,5.469729167,26.85493827,35.87222222,Alaska,AK1
6/23/2019,16.2,38.57420139,20.96682099,61.84722222,Alaska,AK1
6/29/2019,53.4,114.2341389,28.78240741,36.04583333,Alaska,AK1
8/10/2019,5.1,7.903840278,19.8279321,55.21805556,Alaska,AK1
8/13/2019,2.1,2.372826389,19.00462963,75.43194444,Alaska,AK1
8/16/2019,1.4,0.329715278,14.70061728,75.60694444,Alaska,AK1
8/20/2019,4.3,4.016777778,15.93981481,42.41527778,Alaska,AK1
8/22/2019,6.8,8.816590278,15.37885802,48.59861111,Alaska,AK1
8/25/2019,4,3.562541667,14.83179012,48.40972222,Alaska,AK1
8/28/2019,2.8,3.153285253,15.89583333,57.27916667,Alaska,AK1
8/31/2019,12,21.62684722,17.61805556,49.75277778,Alaska,AK1
9/4/2019,3.1,2.227805556,16.88811728,54.57638889,Alaska,AK1
9/7/2019,6.9,8.128479167,17.80632716,45.2,Alaska,AK1
9/9/2019,6.4,7.323090278,17.28395062,52.98333333,Alaska,AK1
9/15/2019,12.3,25.13716667,15.30787037,49.09861111,Alaska,AK1
9/21/2019,0.5,0.181708333,7.37654321,73.04583333,Alaska,AK1
9/25/2019,1.5,1.360680556,7.594135802,61.89861111,Alaska,AK1
9/27/2019,4,4.3880625,7.421296296,56.64861111,Alaska,AK1
9/30/2019,1.9,2.144805556,11.10725309,64.2875,Alaska,AK1
11/7/2018,19,16.69481264,-5.606553819,48.15429688,Alaska,AK2
11/10/2018,10.1,9.414267724,-1.731722429,55.32992565,Alaska,AK2
11/14/2018,3.5,3.917734345,-4.268199234,50.8453202,Alaska,AK2
11/16/2018,12.5,13.21380985,-8.082510498,49.25229826,Alaska,AK2
11/20/2018,6.8,8.560801578,-1.329950312,56.65080875,Alaska,AK2
11/22/2018,4.5,4.75312616,-2.826221398,52.83487941,Alaska,AK2
11/28/2018,16,14.93277647,-7.515821143,52.66013072,Alaska,AK2
12/1/2018,12.7,12.72018221,-3.68802199,54.18648906,Alaska,AK2
12/4/2018,16.5,14.78894505,-5.769105691,52.82829268,Alaska,AK2
12/7/2018,12.2,13.8853116,0.439148185,57.7408143,Alaska,AK2
12/16/2018,14.4,9.443876697,-17.31316911,41.9738073,Alaska,AK2
12/22/2018,19.2,14.44802675,-13.92265485,43.17568851,Alaska,AK2
12/31/2018,8.9,10.29329599,2.03583565,52.09267841,Alaska,AK2
1/12/2019,23,9.412409471,-25.35283194,37.05849582,Alaska,AK2
1/15/2019,35,41.67995088,-16.92351421,47.39069767,Alaska,AK4
1/16/2019,23.3,26.33221913,-17.14587847,48.92014856,Alaska,AK4
1/17/2019,30.5,36.5802873,-18.62990423,46.58016682,Alaska,AK4
1/18/2019,16.2,19.68637037,-17.83899177,45.60555556,Alaska,AK4
1/19/2019,9.8,11.26090278,-13.52109053,48.19259259,Alaska,AK4
1/20/2019,19.8,27.75660316,-14.30555556,47.6830855,Alaska,AK4
1/21/2019,25.1,26.6742144,-20.02522912,45.39759036,Alaska,AK4
1/23/2019,15.9,21.09875,-9.903806584,53.95648148,Alaska,AK4
1/24/2019,15.6,20.66462037,-8.072016461,56.59722222,Alaska,AK4
1/25/2019,9.3,12.34749537,-1.617798354,62.8537037,Alaska,AK4
1/26/2019,11.1,16.80223611,-4.057613169,61.925,Alaska,AK4
1/27/2019,17.8,28.15613426,-6.82973251,58.52685185,Alaska,AK4
1/28/2019,17.5,27.55116204,-2.905349794,60.29722222,Alaska,AK4
1/29/2019,15.2,22.66116671,-3.017429194,61.50560748,Alaska,AK4
1/30/2019,7.2,9.369774038,-7.607371795,52.45673077,Alaska,AK4
1/31/2019,22,25.67590994,-16.94573403,46.32126277,Alaska,AK4
2/1/2019,11,10.18005102,-16.98824985,41.73562152,Alaska,AK4
2/2/2019,15.4,17.5603287,-17.98045267,42.36018519,Alaska,AK4
2/3/2019,9.2,11.60973611,-9.770576132,49.88333333,Alaska,AK4
12/22/2018,19.8,14.44802675,-13.92265485,43.17568851,Alaska,AK2
12/30/2018,10.2,9.786508326,-9.572134693,49.19925857,Alaska,AK2
1/1/2019,12.7,14.90169138,2.207805581,50.88693234,Alaska,AK2
1/2/2019,6.2,4.435738686,-2.332597498,58.56102176,Alaska,AK2
1/4/2019,27,11.61916045,-21.39821725,40.82276119,Alaska,AK2
1/5/2019,31.9,17.80313426,-23.17901235,37.79259259,Alaska,AK2
1/8/2019,29.7,23.4417963,-18.79938272,38.64166667,Alaska,AK2
2/12/2019,2.1,1.326005561,-1.87879724,61.18535681,Alaska,AK4
2/13/2019,3.2,2.663055556,-8.989711934,55.74814815,Alaska,AK4
2/14/2019,7,7.590981481,-11.57355967,47.76944444,Alaska,AK4
2/15/2019,15.9,15.09223148,-15.88014403,43.4287037,Alaska,AK4
2/16/2019,8.5,7.564342593,-13.92335391,51.95555556,Alaska,AK4
2/17/2019,13.3,16.60343618,-6.595164609,55.31666667,Alaska,AK4
2/18/2019,5.2,4.828907407,-2.895576132,57.50277778,Alaska,AK4
2/19/2019,5.4,5.861634259,-6.638888889,57.06944444,Alaska,AK4
2/21/2019,11.6,10.54982449,-10.73318575,44.5170778,Alaska,AK4
2/22/2019,14.5,12.53208286,-15.81505509,49.37442076,Alaska,AK4
2/23/2019,11.2,10.83584397,-9.925342395,46.05560704,Alaska,AK4
2/24/2019,14,15.13603704,-8.890946502,47.13981481,Alaska,AK4
2/25/2019,17.9,20.40379415,-7.242321171,46.59369202,Alaska,AK4
2/27/2019,20.9,24.70617239,-8.631411245,46.97687327,Alaska,AK4
2/28/2019,24.6,28.07191538,-7.252057613,46.99074074,Alaska,AK4
3/1/2019,20.5,24.51456619,-4.175036619,45.13276836,Alaska,AK4
3/2/2019,10,11.67028836,-5.62639821,47.72099712,Alaska,AK4
3/3/2019,6.7,9.00012963,-3.630658436,55.26759259,Alaska,AK4
3/4/2019,10.8,13.21269427,-5.604976142,49.23619632,Alaska,AK4
3/5/2019,11.8,12.310121,-4.284099085,43.66790009,Alaska,AK4
3/6/2019,7.8,10.19919133,-1.616723303,53.67377201,Alaska,AK4
3/7/2019,6.5,7.587234866,1.927227875,51.88621647,Alaska,AK4
3/8/2019,8.8,10.16245833,2.895576132,47.90833333,Alaska,AK4
3/9/2019,3.5,3.214490741,4.785493827,39.54814815,Alaska,AK4
3/10/2019,2.8,1.858120773,8.110574342,32.59323671,Alaska,AK4
3/11/2019,7.8,7.48021316,2.486870559,46.85171455,Alaska,AK4
3/12/2019,3.2,3.243833333,2.979423868,54.97590361,Alaska,AK4
3/13/2019,7.9,7.481633478,1.044691587,45.85078777,Alaska,AK4
3/14/2019,6.8,5.44497859,2.967078189,40.91203704,Alaska,AK4
3/15/2019,5.8,5.326483339,3.215097067,40.03438662,Alaska,AK4
3/16/2019,3.2,2.341070075,6.907407407,34.26481481,Alaska,AK4
3/17/2019,1.6,0.83725463,8.658436214,36.3287037,Alaska,AK4
3/18/2019,3.7,2.270912037,8.213477366,43.90462963,Alaska,AK4
2/4/2019,3.5,3.051282407,-7.550925926,58.32222222,Alaska,AK4
2/5/2019,8,9.780873239,-6.050078247,57.10234742,Alaska,AK4
2/6/2019,16.1,22.37768304,-5.844918134,53.0583874,Alaska,AK4
2/8/2019,9,12.56025463,-3.601851852,56.47407407,Alaska,AK4
2/9/2019,8.5,13.34180594,-3.290003095,56.39182916,Alaska,AK4
2/10/2019,11.5,14.9353095,-6.140486498,51.33858998,Alaska,AK4
2/11/2019,4.2,5.514089212,-2.37654321,57.01018519,Alaska,AK4
3/20/2019,8.8,6.724782177,1.561436088,47.15784587,Alaska,AK4
3/21/2019,5.5,3.819388889,7.992283951,38.87777778,Alaska,AK4
